image_path,label
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_79.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_80.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_81.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_82.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_83.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_84.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_85.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_86.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_87.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_88.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_89.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_90.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_91.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_92.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_93.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_94.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_95.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_96.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_97.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_98.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151239_cell_99.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_51.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_52.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_53.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_54.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_55.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_56.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_57.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_58.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_59.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_60.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_61.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_62.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_63.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_64.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_65.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_66.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_67.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_68.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_69.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_70.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_71.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_72.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_73.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_74.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_75.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_76.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_77.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151335_cell_78.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_49.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_50.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_51.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_52.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_53.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_54.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_55.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_56.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_57.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_58.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_59.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_60.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_61.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_62.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_63.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_64.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_65.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_66.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_67.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_68.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_69.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_70.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_71.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_72.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_73.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_74.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_75.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_76.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151507_cell_77.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_58.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_59.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_60.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_61.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_62.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_63.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_64.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_65.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_66.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_67.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_68.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_69.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_70.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_71.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_72.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_73.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_74.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_75.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_76.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_77.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_78.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_79.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_80.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_81.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_82.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_83.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_84.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_85.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_86.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_87.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_88.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_89.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_151942_cell_90.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155026_cell_1.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_61.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_62.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_63.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_64.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_65.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_66.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_67.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_68.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_69.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_70.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_71.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_72.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_73.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_74.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_75.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_76.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_77.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_78.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_79.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_80.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_81.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_82.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_83.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_84.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150918_155731_cell_85.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_1.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_10.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_11.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_12.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_13.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_14.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_15.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_16.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_17.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_18.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_19.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_2.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_20.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_21.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_22.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_23.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_24.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_25.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_26.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_27.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_28.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_29.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_3.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_30.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_31.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_32.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_33.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_34.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_35.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_36.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_37.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_38.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_39.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_4.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_40.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_41.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_5.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_6.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_7.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_8.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_165215_cell_9.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_1.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_10.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_11.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_12.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_13.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_14.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_15.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_16.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_17.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_18.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_19.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_2.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_20.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_21.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_22.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_23.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_24.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_3.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_4.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_5.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_6.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_7.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_8.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170110_cell_9.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_62.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_63.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_64.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_65.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_66.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_67.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_68.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_69.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_70.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_71.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_72.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_73.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_74.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_75.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_76.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_77.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_78.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_79.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_80.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_81.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_82.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_83.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_84.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_85.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_86.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_87.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_88.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_89.png,Parasitized
Parasitized_train/C101P62ThinF_IMG_20150923_170246_cell_90.png,Parasitized
